structure,value
O=C(C1CCC(=O)N1)NC1CC1c1ccccc1,-1.419
CCC1(C(=O)NC(=O)N1C)c1ccccc1,-6.282
CC(c1ccccc1)C,-3.27
N#CCNc1ccccc1C(=O)C,-2.087
Oc1ccc2c(c1)C1(C)CCN(C(C2)C1C)CC1CC1,-4.322
CC(CNC(Cc1ccccc1)(C)C)O,-1.515
c1ccc(cc1)c1[nH]nc(n1)c1ccccc1,-3.178
OC(=O)c1ccccc1Nc1cccc(c1C)C,-3.78
O=C1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CCCC2,-6.7
Cc1cc(OCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-2.917
CCCC(COC(=O)NNC(C)C)(CO)C,-2.494
CC1=NC(SC1)(C)C,-3.476
O=C1NC(=O)NC(=O)C21CCCCC2,-3.06
CN1CCC(=C2c3ccsc3CCc3c2cccc3)CC1,-5.901
CO[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1O)O)O[C@H]1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2c1ccc(=O)oc1)C)C,-6.036
Cc1sc(c(c1)C(=O)C)C,-2.537
Sc1ncc(c(n1)O)C,-2.45
CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CCl,-5.083
OC(=O)c1cc2ccccc2cc1O,-2.599
c1ccc2c(c1)nc(cc2)c1ccc2c(n1)cccc2,-5.4
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,-2.81
CCCCCOC(=O)c1ccc(cc1)N,-3.26
CC(=O)Nc1ccccc1,-1.33
CCCCSC(C(=O)N)(C)C,-2.026
CCOc1ccc(cc1)/C=C/CN1C2CCC1CN(C2)C(=O)CC,-4.463
CCC(C(CO)(CO)CC)C,-2.126
CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N1CCOCC1)C,-3.666
Ic1ccc2c(c1)nc(o2)N,-3.304
OC1C=CC2=C(Cc3c1cccc3)CCC=C2,-5.008
COP(=O)(OC=C(Cl)Cl)OC,-1.441
O=C1CCCc2c(N1CC1=NCCN1)cccc2,-2.353
Cc1ncc(nc1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,-5.49
CCCN(CCOc1c(cc(cc1c1ccccc1)Br)C(=O)N)CCC,-6.059
O=C(N1C(C)(C)CC(=CC1(C)C)c1ccccc1)CN1CCOCC1,-4.589
CCn1c2ncccc2n(c(=O)c2c1nccc2)CC,-2.86
CCC(=O)NN1C2CCC1CN(C2)C/C=C/c1ccccc1,-3.111
Cc1cc2c(c3c1cccc3)ccc1c2cccc1,-6.57
C[C@H]1C/C=C\C=C\C=C/C=C/[C@H](O[C@H]2O[C@H](C)[C@H]([C@@H]([C@@H]2O)N)O)C[C@H]2O[C@](C[C@H](C[C@H]3[C@H](/C=C/C(=O)O1)O3)O)(O)C[C@H]([C@@H]2C(=O)O)O,-3.21
OCC(=O)[C@H]1CC[C@@H]2[C@]1(C=O)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-3.85
OC(=O)c1ccccc1,-1.55
O=C1CC(=O)N(c2c(N1)ccc(c2)Cl)c1ccccc1,-2.997
CCCCCCC#C,-3.66
c1ccc2c(c1)cncc2,-1.45
Clc1ccc(cc1)C(c1ccccc1)OCCN1CCCCC1,-4.963
Cc1ccc(c(c1)C)C,-3.31
ICCn1c(C)ncc1[N+](=O)[O-],-3.536
CC(=O)C(C(=O)C)/N=N/c1ccccc1,-2.866
O=c1ncc2c([nH]1)[nH]c(=O)[nH]2,-3.597
CCc1ccccc1CC,-3.28
COc1ccccc1OCC1CO1,-1.522
Cc1cccc2c1c(N)c1c(n2)cccc1,-4.349
FC12C(F)(C(F)(F)C(C(C2(F)F)(F)F)(F)F)C(F)(F)C(C(C1(F)F)(F)F)(F)F,-9.193
C#C[C@@H](OC(=O)Nc1cccc(c1)Cl)C,-2.62
CCC1=C(CCC(C1C)C(=O)O)c1ccc(cc1)OC,-5.454
CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)CC,-2.69
CCCCCCCCn1sccc1=O,-2.63
OCC(COc1cccc(c1)OC)(O)C,-1.598
Cc1n(C)c(=O)n(c(=O)c1Br)C1CCCC1,-3.238
FC(c1ccccc1)(F)F,-2.51
CCOC(=O)C1(CCCN(CC1)C)c1ccccc1,-2.668
Nc1ccc2c(c1)cc1c(n2)cc(cc1)N(C)C,-4.245
COc1cc2c(cc1Oc1cc(OC)c(cc1C[C@@H]1N(C)CCc3c1cc(OC)c(c3)OC)OC)C[C@H]1c3c2c(OC)c(OC)cc3CCN1C,-7.727
Nc1cnn(c(=O)c1Cl)c1ccccc1,-2.87
ClCC1Nc2cc(Cl)c(cc2S(=O)(=O)N1C)S(=O)(=O)N,-4.506
CN1C(C)CCC1c1c[nH]c2c1cccc2,-2.032
CN1CCN(CC1)C1=c2ccccc2=Nc2c(N1)cc(Cl)cc2,-4.444
OC(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,-4.329
C#CC1=CC(N(C(C1)(C)C)C)(C)C,-1.829
Brc1ccc2c(c1)oc(=O)[nH]2,-2.33
CCOC(=O)C(C(C(F)(F)F)(C(F)(F)F)O)C(=O)OCC,-2.393
CC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-5.18
OC(=O)/C=C/c1ccccc1[N+](=O)[O-],-2.218
COC(=O)CCC[N+](=O)[O-],-1.081
Nc1ccc(cc1)S(=O)(=O)Nc1nc(C)cc(n1)C,-2.27
ClCCN(c1ccc(cc1)CC(C(=O)N[C@@H](C(=O)OCC)C(C)C)NC(=O)C)CCCl,-5.847
OCC(COc1ccccc1C(=O)CC)O,-1.717
OCCCc1ccccc1,-1.38
CCOP(=S)(c1ccccc1)Oc1ccc(cc1)[N+](=O)[O-],-5.017
Brc1ccc(nc1)OCCCCCNCCSS(=O)(=O)O,-2.697
O=C1C=C[C@]2(C(=C1)C(=C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@]2(OC(=O)C)C(=O)C)C)Cl)C,-4.95
COC(=O)[C@@]1(O)c2cc(Cl)ccc2c2c1cccc2,-4.18
OC(=O)c1cccc(c1C)Cl,-2.773
CCCCCCCC(NCCSS(=O)(=O)O)C,-2.273
C=CCNC(=O)OCC(C(C)C)(COC(=O)N)C,-2.981
CCN(CCCC(Nc1c(C)cnc2c1ccc(c2)Cl)C)CC,-4.935
CC#CC#CC(=O)c1ccccc1,-2.769
OCc1c(C)cc(cc1C)C,-2.109
ClCCOCCCl,-1.12
CCC1(CC)C(=O)NC(=O)NC1=S,-1.106
CCN(CC(=O)N1c2ccccc2Sc2c1cccc2)CC,-5.146
OCCN(c1nc(c(o1)c1ccccc1)c1ccccc1)CC,-4.912
CCCC(COC(=O)NN=C(C)C)(COC(=O)NN=C(C)C)C,-5.824
ClCCN(C(=O)NC1CCCC1)N=O,-2.682
Cc1ccc(cc1)SCC/N=C(/CSS(=O)(=O)O)\N,-3.129
OCC(CNc1ccccc1C(=O)N)O,-1.361
Oc1ccc(cc1)NC(=O)c1ccccc1O,-2.849
N#C/N=[N+](/c1ccccc1)\[O-],-2.304
COCC(=O)Nc1cc(ccc1N/C(=N\C(=O)OC)/NC(=O)OC)Sc1ccccc1,-3.142
CCN(CC/N=c/1\cc2c(cc1Nc1ccc(cc1)Cl)nc1c(n2c2ccc(cc2)Cl)cccc1)CC,-6.713
OC(/C=C/c1ccccc1)CCN1CCN(CC1)c1ccccn1,-3.222
O=C(C(c1cccnc1)(C)C)c1cccnc1,-2.053
OC(=O)C1CCc2c1cc(N)c(c2)C1CCCCC1,-4.268
Nc1ccc(cc1)S(=O)(=O)NC(=O)c1ccc(c(c1)C)C,-4.374
OC(=O)C(c1ccc(cc1)N1Cc2c(C1=O)cccc2)C,-4.82
OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-3.24
COc1ccc(cc1)N1CCC(C1=O)N1CCCC1,-2.627
O=C(c1ccc(cc1)Cl)C=NN1CCOCC1,-1.903
N#CSc1cccc(c1)C(=O)O,-2.457
CCN1CCCC1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)CC,-2.833
OC[C@H]1O[C@@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]([C@@H](c4ccc(O3)c(Cl)c4)O)NC(=O)[C@@H](CC(C)C)NC)c3ccc(c(c3)c3c(O)cc(cc3[C@H](NC2=O)C(=O)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@H]([C@@](C1)(C)N)O,-10.876
C=CCC(c1cccc2c1cccc2)C(=O)OCCN(CC)CC,-5.006
Clc1cccc(c1)I,-3.55
Nc1ncc2c(n1)nc[nH]2,-1.21
Clc1cc(Cl)c(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,-8.6
N#Cc1ccc2c(c1)[C@@H](N1CCCC1=O)[C@@H](C(O2)(C)C)O,-3.019
FC(C(Br)(F)F)Cl,-3.316
NC(=O)C(c1cccc2c1cccc2)(CCN1CCOCC1)C,-3.104
CC(=O)Nc1ncc(s1)[N+](=O)[O-],-2.067
BrCCN(c1ccc(cc1)O)CCBr,-4.125
Cc1cc2ccccc2cc1C,-4.72
CCCn1c(=O)[nH]c(=O)c2c1nc[nH]2,-2.209
Clc1ccc2c(c1)C1N(CCc3c1cccc3)CC(=O)N2C,-4.015
ClCCN(c1cc(ccc1C)C(=O)NCC)CCCl,-4.751
CN1C2CCC1CN(C2)CCOC(=O)c1ccc(cc1)N,-1.424
CC[C@@](C(=O)O[C@H]1C(=O)O[C@H]2[C@]34[C@@H]1[C@@H](C)[C@@H](O)[C@@]([C@@H]4[C@@]1([C@@H](C2)C(=C[C@@H]([C@H]1O)O)C)C)(OC3)O)(O)C,-2.441
CCCCCC(C)C,-5.08
Cc1cccc(c1O)C(C)(C)C,-2.728
O=c1cccc2c1nc1ccccc1[nH]2,-1.925
CCC(C1(CC)C(=O)NC(=S)NC1=O)C,-3.637
O=C(Nc1ccc(cc1Sc1ccc(cc1)Cl)Cl)CCN1CCCCC1,-6.785
CN(CCC(=O)Nc1ccc(cc1Sc1ccc(cc1)Cl)Cl)C,-6.102
Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1,-7.534
CCN(C(=O)c1cccc(c1O)c1ccccc1)CC,-3.806
Brc1ccc2c(c1)N(C(=O)CC(=N2)N)c1ccccc1,-2.76
CCC(=O)N1OCc2c(C1)ccc(c2)[N+](=O)[O-],-2.775
OC(=O)c1cc(N2CCCC2)c(c(c1)S(=O)(=O)N)Oc1ccccc1,-5.19
CCCCC[C@@H](CC)O,-1.98
OC(=O)c1nsc2c1cccc2,-2.259
O[C@H]1C=C[C@H]2[C@]34[C@@H]1Oc1c4c(C[C@@H]2N(CC3)C)ccc1O,-3.28
ClC([N+](=O)[O-])(Cl)Cl,-2.0
CC(C1(C(C)C)C(=O)NC(=O)NC1=O)C,-2.77
CCCOc1ccc(cc1OCC)C=CC(=O)NO,-3.14
CCCC(=O)C1=C(O)C(=C(C(C1=O)(C)C)O)Cc1c(O)c(C)c(c(c1O)C(=O)CCC)O,-5.383
CCCCCC(=O)O,-1.06
Cc1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N,-2.82
Ic1ccc2c(c1)c(=O)n(c(n2)C)c1ccccc1,-6.068
COc1ccc(cc1)CC(=O)C,-1.314
C=CCNC(=O)OCC(COC(=O)N)(CC)CC,-3.043
CC1CCC2C1C(=O)OC=C2C,-1.564
CCOC(=O)c1ccc(cc1)O,-2.35
CC(Cc1ccccc1)O,-1.368
O=C1NCCC2(O1)CCN(CC2)CCCC(=O)c1ccc(cc1)F,-3.033
CCC1(C(=O)NC(=O)NC1=O)C1=C[C@@H]2C[C@H](C1)CC2,-2.64
CCCCOC(=O)C,-1.24
O=C(c1ccc(cc1)[N+](=O)[O-])Nc1n[nH]nn1,-2.185
OCC(NC(=O)/C=C/c1ccccc1)(C)C,-1.812
ClCCN(C(=O)NC1CCS(=O)(=O)CC1)N=O,-2.742
O=C(C(=O)c1c[nH]c2c1cccc2)N(C)C,-1.371
Nc1ccc(cc1)OCCCCCN1C(=O)c2c(C1=O)cccc2,-4.786
CCCCCCCCCCCCCCO,-6.05
CCCCCCCCCCC,-7.551
Oc1ccc(cc1)C(=O)OCCCN1CCCCC1C,-3.02
COc1ccc(cc1)[N+](=O)[O-],-2.41
CCCCSc1ccc(cc1)CC(=O)NO,-3.078
CCCCN(c1ccccc1)C(=O)N,-1.297
NC(=O)/C=C/C1=NCCC1,-1.493
Clc1cccc(c1)C(=O)O,-2.59
COc1cc(ccc1OC(=O)C)C(=O)O,-2.06
O=C(NS(=O)(=O)c1ccc(cc1)C)NC1CCCCC1,-4.21
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76
CCCN(CCC)CCC,-2.28
Cl[C@@H]1[C@@H]2O[C@@H]2[C@@H]2[C@H]1[C@]1(Cl)C(=C([C@]2(C1(Cl)Cl)Cl)Cl)Cl,-6.29
Cc1ccc(cc1)S(=O)(=O)N,-1.74
CCCCCCCCCCCCCCCCCCN(C)C,-7.455
Clc1cc(O)c(c(c1)Cl)Cl,-2.67
[O-][N+](=O)c1ncc(n1C)C,-1.451
CCOC(=O)N1CSc2c1cccc2,-3.275
FCCCCSC(=O)C,-1.697
NC(=O)OCCCCOC(=O)N,-1.472
COc1ccc2c(c1O)[C@]13CCC[C@H]([C@H]3[C@@H](C2)N(CC1)C)O,-1.851
CNCCCN1c2cc(Cl)ccc2Sc2c1ccc(c2)O,-5.679
CCCCCC[C@H](O)C,-2.09
O=C1NCCCN1,-1.034
CCOC(=O)c1cc(=O)c2c(o1)ccc(c2)[N+](=O)[O-],-2.919
O=C(c1ccccc1)Nc1ccc(c2c1C(=O)c1ccccc1C2=O)Cl,-7.843
CCCCCc1ccccc1,-4.64
CCCc1c(OCCCCc2n[nH]nn2)ccc(c1O)C(=O)C,-4.204
O=C(C(C)C)Nc1nc2c(o1)ccc(c2)Cl,-3.5
O=C1NC(=O)C2(C1)c1ccccc1CCc1c2cccc1,-5.267
Clc1ccc2c(c1)nccc2OCCCCCNCCSS(=O)(=O)O,-3.671
CCOC(=O)C1(CCN(CC1)CCOCc1ccccc1)c1ccccc1,-4.681
c1cc2cccc3c2c(c1)c1cccc2c1c3ccc2,-8.8
CCCC(COC(=O)N)(COC(=O)NC(C)C)C,-2.938
O=C1C=CC=C/C/1=C\Nc1ccccc1O,-2.091
OCC(CN(C(=O)c1c(I)c(C(=O)N(CC(CO)O)C)c(c(c1I)NC(=O)C)I)C)O,-3.842
CC(=O)Oc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-],-4.47
CC(C(O)(C)C)(c1ccc(cc1)Cl)O,-2.82
BrCC(=O)C12CC3CC(C2)CC(C1)C3,-3.788
C[C@H]1OC=C2C(=C(C)C(=C(C2=O)C(=O)O)O)[C@@H]1C,-1.288
[O-][N+](=O)c1ccc(o1)COC(=O)CC,-2.546
CN(CCCN1c2ccccc2Sc2c1nccc2)C,-3.219
CN[C@H]1CC[C@H](c2c1cccc2)c1ccc(c(c1)Cl)Cl,-4.83
CCCc1cccc(c1OCC(CO)O)C,-3.342
C1CCn2c(CC1)nnn2,-1.64
CNC(=O)Oc1ccccc1,-1.8
COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)C,-4.001
O=C(c1ccccc1O)NC1CCCCC1,-3.44
C1CCN(CC1)CCc1c[nH]c2c1cccc2,-2.68
COc1ccc2c(c1)c(c[nH]2)C1CCCN1C,-1.861
Oc1ccc2c(c1)c(N)c1c(n2)cccc1,-2.906
OC(=O)Cc1ccccc1Nc1c(Cl)ccc(c1Cl)O,-3.801
Brc1ccc(nc1)OCCCCCCNCCSS(=O)(=O)O,-3.218
Brc1cc(C)c(c(c1)C)O,-3.075
CCCCCC1Nc2cc(c(cc2S(=O)(=O)N1)S(=O)(=O)N)C(F)(F)F,-5.449
Sc1ccccc1,-2.12
BrCC(=O)c1ccc(cc1)Cl,-3.253
CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,-5.18
OC(=O)Cc1ccc2c(c1)nc(o2)c1ccccc1,-3.143
NNS(=O)(=O)c1ccc(cc1)C,-1.032
S=C1SCN(CN1Cc1ccccc1)Cc1ccccc1,-5.176
CC(=C)C(=C)C,-2.4
CCC(C(COC(=O)N)COC(=O)N)C,-1.601
CCc1nc(OC)nc(n1)N,-1.824
Clc1ccc2c(c1)N(CCCN1CCN(CC1)C(=O)N)c1c(S2)cccc1,-6.556
CCCCSc1ccc(cc1)C(COC(=O)N)(COC(=O)N)CC,-5.014
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C,-3.09
CN1CC2CCC(C1C)C2,-1.087
Clc1ccc(cc1)[N+](=O)[O-],-2.92
N#CCNc1ccccc1C(=O)O,-2.289
FC(C(Cl)(F)F)Cl,-2.819
NNC(Cc1cc(OC)c(c(c1)OC)OC)C,-1.725
O=c1n(C)c2ccccc2[nH]c2c1cccc2,-3.963
CCCc1ccc(cc1)OCC(CO)O,-2.775
COc1ccc(cc1)CC=C,-2.92
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,-4.9
CCOC(=S)c1ccc(cc1)Cl,-3.633
N/C(=N\Cc1ccc(s1)C)/CSS(=O)(=O)O,-2.22
CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,-4.479
CCCOc1ccc(cc1C)CC(=O)NO,-2.565
CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)CCNC(=O)OC(C)(C)C,-5.015
OC(C(O)C)COc1ccccc1,-1.28
O=C1Nc2ccc(cc2C(=N[C@@H]1O)c1ccccc1)Cl,-3.95
CSc1ncnc2c1[nH]cn2,-2.335
O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-],-3.24
Brc1cc(C)c(c(c1)C(=O)N)O,-2.656
O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2,-3.7
CC(=O)C#Cc1ccccc1,-1.32
CC(C(COc1ccccc1C)O)O,-1.849
O=C1CC(=NN1Cc1ccccc1)C,-2.4
OCCN(c1nc(c(o1)c1ccccc1)c1ccccc1)C,-4.39
OC[C@H]1O[C@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,-1.316
COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,-4.62
CCCCCCS(=O)CCCCCC,-3.945
CCOc1cc(C)ccc1C(C)C,-4.403
CCC1(CCC(=O)NC1=O)c1ccc(cc1)N,-1.97
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H]([C@@H](O2)C)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@H]1C)O)C)C)(C)O,-6.087
CC(=O)Oc1ccc(cc1)C1(c2ccc(cc2)OC(=O)C)C(=O)N(c2c1cccc2)C(=O)C,-4.058
S=C(Nc1nccs1)Nc1ccccc1,-2.807
OC(=O)C1=C/C(=N\Nc2ccc(cc2)S(=O)(=O)Nc2ccccn2)/C=CC1=O,-4.495
Clc1cc(Cl)c(cc1Cl)Cl,-5.56
N#CSc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],-2.972
CC(Cl)Cl,-1.29
COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@]4(O)C=CC1=O)C,-2.459
Cc1n(C2CCCC2)c(=O)n(c(=O)c1Br)C,-3.238
NCCCC(Nc1cc(OC)cc2c1nccc2)C,-2.305
Oc1ccc2c(c1)[C@]13CCCC[C@]3([C@@H](C2)N(CC1)CC1CC1)O,-2.624
O=C1NC(=O)C2(C(C1CC2)(C)C)C,-1.434
O=C(Nc1ccccc1)CCC(=O)O,-1.861
CC(OC(C)C)C,-1.1
COc1c2c(CC[C@@H](c3c2ccc(c(=O)c3)SC)NC(=O)C)cc(c1OC)O,-3.98
COc1ncnc2c1nccn2,-1.11
CCC(n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl)C,-9.175
CC(=O)Nc1nc(c(o1)c1ccccc1)c1ccccc1,-4.189
NC(=O)C(c1ccccc1)(CCN1CCCCC1)CCN1CCCCC1,-5.001
FC(c1cccc(c1)C(n1cncn1)(c1ccccc1)c1ccccc1)(F)F,-8.4
CN(CC(CN1c2ccccc2S(=O)(=O)c2c1cccc2)C)C,-3.855
Fc1ccc(c(c1)F)c1ccc(c(c1)C(=O)O)O,-4.237
CCCOC(=O)Cc1ccc(c(c1)OC)OCC(=O)N(CC)CC,-2.644
[O-][N+](=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-],-2.63
OC(=O)c1ccc2c(c1)c1ccccc1cc2,-5.541
CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC,-4.66
Oc1ccc2c(c1Cc1c(O)ccc3c1cccc3)cccc2,-6.538
Clc1cc2NC(NS(=O)(=O)c2cc1S(=O)(=O)N)C1CC2CC1C=C2,-5.191
CCNC(=O)c1cc(Cl)cc(c1O)C,-3.211
CCCCCOC(=O)c1ccc(cc1)O,-3.813
CCOc1ccc(cc1)C(=O)OCCCN1CCCCC1C,-4.148
CO/C=C(\[C@H]1C[C@@H]2N(C[C@@H]1CC)CC[C@@]12C(=O)Nc2c1cccc2)/C(=O)OC,-4.892
CCN(CCN1c2ccccc2NCc2c1cccc2)CC,-4.829
CCCCN(C(=O)SCCC)CC,-3.35
CC(=O)Oc1c(cccc1c1ccccc1)C(=O)N,-2.228
CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)C,-3.576
S=C1NC(=O)C(N1)C,-1.451
CCC1(C(=O)NC(=O)N=C1OC(C)C)c1ccccc1,-3.097
CC(COC(=O)c1ccccc1C(=O)OCC(C)C)C,-4.66
CCCNC(=O)OCC(C(C)C)(COC(=O)N)C,-3.112
CN1CCN(CC1)c1nc(NC(=O)C)nc(c1C)Cl,-1.945
CCCCC(=O)CCCC,-2.59
O=C(c1ccccc1)/C=C/c1ccc(cc1)[N+](=O)[O-],-4.406
OC(CN1CCN(CC1)c1ccc(c(c1)C)C)COc1ccccc1C(=O)C,-3.727
Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C,-2.62
Clc1ccc(c(c1Cl)Cl)c1cccc(c1Cl)Cl,-7.05
CCN(c1nc(NC(C)C)nc(n1)Cl)CC,-3.79
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,-2.119
COc1ccc(cc1)OC,-2.003
CCC(=O)c1ccc(cc1)N(C)C,-2.495
CCc1nnc(s1)NS(=O)(=O)c1ccc(cc1)N,-1.94
CN1CCCC1c1c[nH]c2c1c(Cl)ccc2,-2.375
Clc1ccccc1,-2.38
CC1CC(OC(=O)c2ccccc2)CC(N1)(C)C,-1.922
CCCCc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C,-2.317
C=CCOc1ccccc1C(=O)NCC,-2.938
CN(CCOC(c1ccccc1)(c1ccccc1)C)C,-3.197
CN(/N=C/CCCC)C=O,-1.444
O=C(CN1CCN(CC1)c1ccccc1)N/N=C\c1ccc(o1)[N+](=O)[O-],-3.383
N/C(=N\CCSc1ccccc1)/CSS(=O)(=O)O,-2.56
COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2=O)N(CC1)C,-3.727
CN1CCN(C1=Nc1ncc(s1)[N+](=O)[O-])C,-1.154
CC(C)C,-2.55
CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)O)c(cc1)OCCN1CCOCC1,-1.299
O=c1cc(C)c2c(o1)cc(c(c2)O)O,-3.284
CCCCCCCl,-3.12
OC(=O)/C=C/c1ccc(c(c1)Cl)Cl,-3.257
CCCCNc1ccc(cc1)O,-2.342
CC(NCC(c1ccc2c(c1)cccc2)O)C,-2.427
Nc1nc(nc(n1)N(C)C)N(C)C,-1.555
CCCCN1CCN(CC1)CC(=O)N/N=C\c1ccc(o1)[N+](=O)[O-],-2.676
CCC[C@@H](C1(CC=C)C(=O)NC(=O)NC1=O)C,-2.36
Cc1ccc2c(c1)c(C)cc(n2)OCCCNCCSS(=O)(=O)O,-2.966
OC(=O)c1ccncc1,-1.374
N#Cc1cc(ccc1C#N)[N+](=O)[O-],-1.892
CCC(Cc1c[nH]c2c1cccc2)N,-2.567
CCOC(=O)/C=C/c1ccccc1,-3.0
CC(C1CCCCN1CCCOC(=O)c1ccccc1)C,-4.319
Clc1c(Cl)c(Cl)c(c2c1nccn2)Cl,-5.43
CN(c1ccccc1)C,-1.92
CSc1cnc2c(n1)ncnc2,-1.55
O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ncnc2c1[nH]cn2,-2.086
COc1cc(OC)c(cc1C(=O)CCC(=O)O)C1CCCCC1,-4.897
CN1CCC(CC1)n1[nH]c(c(c1=O)Cc1ccccc1)c1ccccc1,-4.66
Clc1ccc(c(c1)N)C(=O)O,-3.677
O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(O)C(=O)C)C)C,-4.71
O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2C(=O)C[C@]2([C@H]1CCC2=O)C)C,-3.48
Clc1ccc(c(c1c1ccccc1)Cl)Cl,-6.29
CCCC(COC(=O)N)(COC(=O)NC1CC1)C,-3.002
CN(CCC(c1cccc2c1cccc2)(C(=O)N)CC=C(C)C)C,-5.064
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](CN([C@@H]([C@H]([C@]1(C)O)O)C)C)C)(C)O,-5.024
O=C(C(c1ccccc1)(c1ccccc1)O)OC1CCCNC1,-2.593
NC(=O)c1nc(C)c2c(c1)c1ccccc1[nH]2,-3.694
C=CCC=C,-2.09
Clc1ccc(c(c1)Cl)Cl,-3.59
CN(CCNC(=O)c1ccccc1)C,-1.543
CCCCCCC(NCCSS(=O)(=O)O)CC,-2.273
COc1ccc(cc1)C[C@H]1NC[C@H]([C@@H]1OC(=O)C)O,-1.61
O=Cc1cc(Br)cc(c1O)Br,-3.422
NCCCN1c2ccc(cc2Sc2c1cc(Cl)cc2)O,-5.659
